scenario,k_beta,margin,gain_pct_margin,volume,gain_pct_volume,n_tier2
V3_S1_primaer,0.5,1045.9432241600005,23.501025852002,2601.1,25.043533069108076,9
V3_S2_primaer_sek,0.5,1052.3932241600003,24.262617493254925,2613.9999999999995,25.663678998365484,9
V3_S3_konservativ,0.5,950.2857881600002,12.206157064205275,2350.3999999999996,12.99154977726023,9
V3_S4_implementerbar,0.5,923.7287300100002,9.070399931909396,2261.4,8.713023598662497,9
